      2.50,      0.00,      0.00
      1.35,      2.10,      0.33
     -1.04,      2.27,      0.67
     -2.47,      0.35,      1.00
     -1.63,     -1.89,      1.33
      0.71,     -2.40,      1.67
      2.40,     -0.70,      2.00
      1.88,      1.64,      2.33
     -0.36,      2.47,      2.67
     -2.28,      1.03,      2.90
